SEXE,REG_NAF,data_type,category,NB_POSTES,REMU_TOT_ANNU
F,05_C,profession,3,146104,39153
F,05_C,profession,4,82477,30615
F,05_C,profession,5,49166,21613
F,05_C,profession,6,54440,27539
F,05_C,profession,8,126259,29269
F,05_C,profession,9,41164,27344
F,06_F,profession,1,19546,62425
F,06_F,profession,2,7906,60604
F,06_F,profession,3,27566,37261
F,06_F,profession,4,42130,28974
F,06_F,profession,5,1071,24882
F,06_F,profession,6,3435,30961
F,06_F,profession,8,104,48347
F,06_F,profession,9,498,18284
F,08_G,profession,1,127524,64842
F,08_G,profession,2,30819,56736
F,08_G,profession,3,105406,38161
F,08_G,profession,4,363279,25329
F,08_G,profession,5,456185,24028
F,08_G,profession,6,5720,27060
F,08_G,profession,8,10027,22620
F,08_G,profession,9,28519,23145
F,09_H,profession,1,36773,58561
F,09_H,profession,2,41136,45266
F,09_H,profession,3,88551,34765
F,09_H,profession,4,72011,28609
F,09_H,profession,5,42288,34698
F,09_H,profession,6,4453,41424
F,09_H,profession,8,87116,28533
F,09_H,profession,9,11303,27702
F,10_I,profession,1,8310,63941
F,10_I,profession,2,8994,34181
F,10_I,profession,3,22576,31240
F,10_I,profession,4,49913,27053
F,10_I,profession,5,95627,21777
F,10_I,profession,6,3152,20016
F,10_I,profession,8,264,38563
F,10_I,profession,9,144108,19786
F,11_J,profession,1,64447,66847
F,11_J,profession,2,107690,57292
F,11_J,profession,3,43071,36314
F,11_J,profession,4,35092,28070
F,11_J,profession,5,5960,39124
F,11_J,profession,6,192,42893
F,11_J,profession,8,406,24443
F,11_J,profession,9,879,16526
F,12_K,profession,1,146796,73517
F,12_K,profession,2,22229,80101
F,12_K,profession,3,185443,41223
F,12_K,profession,4,81943,33992
F,12_K,profession,5,674,30748
F,12_K,profession,6,5,71238
F,12_K,profession,9,1704,20643
F,13_L,profession,1,29851,51859
F,13_L,profession,2,3775,53937
F,13_L,profession,3,29657,35246
F,13_L,profession,4,30473,28944
F,13_L,profession,5,7689,29090
F,13_L,profession,6,138,28252
F,13_L,profession,8,57,39627
F,13_L,profession,9,1708,25185
F,14_M,profession,1,140696,67520
F,14_M,profession,2,130851,55853
F,14_M,profession,3,124636,35460
F,14_M,profession,4,100442,30002
F,14_M,profession,5,14280,22457
F,14_M,profession,6,3684,23774
F,14_M,profession,8,6061,17680
F,14_M,profession,9,9403,20239
F,15_N,profession,1,46430,70457
F,15_N,profession,2,17327,53241
F,15_N,profession,3,89266,37954
F,15_N,profession,4,170599,28551
F,15_N,profession,5,58877,27510
F,15_N,profession,6,12163,25110
F,15_N,profession,8,22759,30353
F,15_N,profession,9,481403,16884
F,17_O,profession,1,34813,46452
F,17_O,profession,2,7750,41953
F,17_O,profession,3,71233,33324
F,17_O,profession,4,82333,29304
F,17_O,profession,5,695,35214
F,17_O,profession,6,14,35942
F,17_O,profession,9,2959,22208
F,18_P,profession,1,7211,43284
F,18_P,profession,2,14490,24086
F,18_P,profession,3,5006,34177
F,18_P,profession,4,6267,27145
F,18_P,profession,5,2314,21264
F,18_P,profession,6,74,29362
F,18_P,profession,8,55,21160
F,18_P,profession,9,1392,10668
F,19_Q,profession,1,24439,54566
F,19_Q,profession,2,310039,34773
F,19_Q,profession,3,232906,29386
F,19_Q,profession,4,62500,24083
F,19_Q,profession,5,369181,25159
F,19_Q,profession,6,8475,20008
F,19_Q,profession,8,1636,24571
F,19_Q,profession,9,324387,18026
F,20_R,profession,1,11412,61739
F,20_R,profession,2,9850,37433
F,20_R,profession,3,31605,21740
F,20_R,profession,4,16503,28898
F,20_R,profession,5,9561,29770
F,20_R,profession,6,1482,35421
F,20_R,profession,8,87,39507
F,20_R,profession,9,4547,21895
F,21_S,profession,1,15616,52259
F,21_S,profession,2,20280,36276
F,21_S,profession,3,31159,28057
F,21_S,profession,4,19125,28585
F,21_S,profession,5,24549,20188
F,21_S,profession,6,4944,25989
F,21_S,profession,8,424,28721
F,21_S,profession,9,36456,16385
H,04_BDE,profession,1,14360,90444
H,04_BDE,profession,2,47401,70815
H,04_BDE,profession,3,110013,43344
H,04_BDE,profession,4,2247,33172
H,04_BDE,profession,5,272,38884
H,04_BDE,profession,6,14499,35725
H,04_BDE,profession,8,41481,41139
H,04_BDE,profession,9,34380,24238
H,05_C,profession,1,139170,98899
H,05_C,profession,2,269783,71189
H,05_C,profession,3,399228,45118
H,05_C,profession,4,52709,34072
H,05_C,profession,5,7777,33803
H,05_C,profession,6,358114,30977
H,05_C,profession,8,481455,33144
H,05_C,profession,9,119923,28318
H,06_F,profession,1,62705,72390
H,06_F,profession,2,44618,60125
H,06_F,profession,3,203429,40970
H,06_F,profession,4,15845,31685
H,06_F,profession,5,1852,31400
H,06_F,profession,6,360967,32377
H,06_F,profession,8,63417,35010
H,06_F,profession,9,128144,22781
H,08_G,profession,1,177652,86413
H,08_G,profession,2,63530,71723
H,08_G,profession,3,178293,40681
H,08_G,profession,4,334914,25657
H,08_G,profession,5,224182,29401
H,08_G,profession,6,172048,28673
H,08_G,profession,8,104550,28366
H,08_G,profession,9,57418,28702
H,09_H,profession,1,57919,60955
H,09_H,profession,2,44231,53128
H,09_H,profession,3,124770,48463
H,09_H,profession,4,97841,29089
H,09_H,profession,5,21840,42994
H,09_H,profession,6,64867,30096
H,09_H,profession,8,462835,32686
H,09_H,profession,9,31107,28515
H,10_I,profession,1,22698,57715
H,10_I,profession,2,3013,43390
H,10_I,profession,3,14595,37786
H,10_I,profession,4,25829,39796
H,10_I,profession,5,114379,28236
H,10_I,profession,6,12293,31233
H,10_I,profession,8,13648,22822
H,10_I,profession,9,137672,20152
H,11_J,profession,1,85731,85675
H,11_J,profession,2,299587,63851
H,11_J,profession,3,105160,37940
H,11_J,profession,4,34676,29445
H,11_J,profession,5,4842,37251
H,11_J,profession,6,2421,41723
H,11_J,profession,8,722,51240
H,11_J,profession,9,445,43580
H,12_K,profession,1,138784,102304
H,12_K,profession,2,40574,106473
H,12_K,profession,3,87276,45995
H,12_K,profession,4,34308,34287
H,12_K,profession,5,743,30883
H,12_K,profession,6,73,40355
H,12_K,profession,8,76,45290
H,12_K,profession,9,178,35068
H,13_L,profession,1,20198,76243
H,13_L,profession,2,2865,70197
H,13_L,profession,3,19097,40034
H,13_L,profession,4,6970,29016
H,13_L,profession,5,14778,32301
H,13_L,profession,6,9142,30944
H,13_L,profession,8,108,47240
H,13_L,profession,9,3566,29423
H,14_M,profession,1,158474,93463
H,14_M,profession,2,231774,62926
H,14_M,profession,3,142256,38146
H,14_M,profession,4,55533,26110
H,14_M,profession,5,4826,37251
H,14_M,profession,6,6315,33360
H,14_M,profession,8,27505,25817
H,14_M,profession,9,15319,25185
H,15_N,profession,1,51069,83877
H,15_N,profession,2,26656,61002
H,15_N,profession,3,83880,37660
H,15_N,profession,4,99301,30217
H,15_N,profession,5,169013,27055
H,15_N,profession,6,84566,33154
H,15_N,profession,8,91757,32807
H,15_N,profession,9,315930,22782
H,17_O,profession,1,14234,52710
H,17_O,profession,2,6012,46065
H,17_O,profession,3,10484,34642
H,17_O,profession,4,14947,28083
H,17_O,profession,5,350,31746
H,17_O,profession,6,286,30964
H,17_O,profession,8,35,44028
H,18_P,profession,1,6003,54742
H,18_P,profession,2,9809,35790
H,18_P,profession,3,4060,40304
H,18_P,profession,4,5239,17129
H,18_P,profession,5,4024,21824
H,18_P,profession,6,206,28945
H,18_P,profession,8,54,25085
H,18_P,profession,9,959,17503
H,19_Q,profession,1,17073,53586
H,19_Q,profession,2,90275,46971
H,19_Q,profession,3,41772,34564
H,19_Q,profession,4,5521,23937
H,19_Q,profession,5,70607,27136
H,19_Q,profession,6,14928,22054
H,19_Q,profession,8,22802,14256
H,19_Q,profession,9,116236,14901
H,20_R,profession,1,18215,93340
H,20_R,profession,2,13110,45830
H,20_R,profession,3,35501,43551
H,20_R,profession,4,7961,30702
H,20_R,profession,5,11389,26198
H,20_R,profession,6,10910,28329
H,20_R,profession,8,1865,33384
H,20_R,profession,9,2066,27734
H,21_S,profession,1,24410,54721
H,21_S,profession,2,11079,40209
H,21_S,profession,3,22637,31901
H,21_S,profession,4,13287,25498
H,21_S,profession,5,9714,30125
H,21_S,profession,6,7908,24535
H,21_S,profession,8,19015,20660
H,21_S,profession,9,10219,21783
F,04_BDE,profession,E,75392,48368
F,05_C,profession,E,641781,39693
F,06_F,profession,E,102256,40038
F,08_G,profession,E,1127479,31322
F,09_H,profession,E,383631,35600
F,10_I,profession,E,332944,23732
F,11_J,profession,E,257737,51575
F,12_K,profession,E,438794,52550
F,13_L,profession,E,103348,38250
F,14_M,profession,E,530051,47060
F,15_N,profession,E,898825,25802
F,17_O,profession,E,199798,34131
F,18_P,profession,E,36809,29063
F,19_Q,profession,E,1333563,26848
F,20_R,profession,E,85048,31476
F,21_S,profession,E,152552,27571
H,04_BDE,profession,E,264653,47484
H,05_C,profession,E,1828159,45686
H,06_F,profession,E,880977,37414
H,08_G,profession,E,1312588,39550
H,09_H,profession,E,905409,37125
H,10_I,profession,E,344128,28233
H,11_J,profession,E,533584,59640
H,12_K,profession,E,302013,78623
H,13_L,profession,E,76725,46670
H,14_M,profession,E,642003,58747
H,15_N,profession,E,922173,32145
H,17_O,profession,E,46347,39520
H,18_P,profession,E,30353,34423
H,19_Q,profession,E,379215,29039
H,20_R,profession,E,101018,47637
H,21_S,profession,E,118268,33350
E,04_BDE,profession,1,25976,81622
E,04_BDE,profession,2,65732,69127
E,04_BDE,profession,3,134035,43086
E,04_BDE,profession,4,17434,29849
E,04_BDE,profession,5,431,36866
E,04_BDE,profession,6,15539,35429
E,04_BDE,profession,8,44169,40581
E,04_BDE,profession,9,36730,24252
E,05_C,profession,1,217082,88874
E,05_C,profession,2,334044,70407
E,05_C,profession,3,545332,43519
E,05_C,profession,4,135185,31962
E,05_C,profession,5,56943,23278
E,05_C,profession,6,412554,30527
E,05_C,profession,8,607714,32334
E,05_C,profession,9,161086,28069
E,06_F,profession,1,82251,70021
E,06_F,profession,2,52524,60197
E,06_F,profession,3,230995,40527
E,06_F,profession,4,57975,29715
E,06_F,profession,5,2923,29012
E,06_F,profession,6,364402,32364
E,06_F,profession,8,63521,35032
E,06_F,profession,9,128642,22764
E,08_G,profession,1,305176,77413
E,08_G,profession,2,94349,66824
E,08_G,profession,3,283699,39747
E,08_G,profession,4,698194,25486
E,08_G,profession,5,680367,25821
E,08_G,profession,6,177768,28621
E,08_G,profession,8,114577,27862
E,08_G,profession,9,85937,26858
E,09_H,profession,1,94692,60026
E,09_H,profession,2,85366,49301
E,09_H,profession,3,213321,42719
E,09_H,profession,4,169852,28889
E,09_H,profession,5,64128,37528
E,09_H,profession,6,69320,30826
E,09_H,profession,8,549950,32067
E,09_H,profession,9,42410,28298
E,10_I,profession,1,31008,59390
E,10_I,profession,2,12006,36492
E,10_I,profession,3,37171,33811
E,10_I,profession,4,75743,31399
E,10_I,profession,5,210005,25295
E,10_I,profession,6,15445,28944
E,10_I,profession,8,13913,23121
E,10_I,profession,9,281781,19965
E,11_J,profession,1,150178,77598
E,11_J,profession,2,407277,62117
E,11_J,profession,3,148231,37468
E,11_J,profession,4,69769,28754
E,11_J,profession,5,10802,38284
E,11_J,profession,6,2613,41809
E,11_J,profession,8,1128,41595
E,11_J,profession,9,1324,25612
E,12_K,profession,1,285580,87505
E,12_K,profession,2,62804,97140
E,12_K,profession,3,272719,42750
E,12_K,profession,4,116252,34079
E,12_K,profession,5,1417,30819
E,12_K,profession,6,79,42491
E,12_K,profession,8,76,45290
E,12_K,profession,9,1881,22005
E,13_L,profession,1,50048,61701
E,13_L,profession,2,6641,60953
E,13_L,profession,3,48754,37123
E,13_L,profession,4,37443,28957
E,13_L,profession,5,22467,31199
E,13_L,profession,6,9281,30903
E,13_L,profession,8,165,44619
E,13_L,profession,9,5274,28060
E,14_M,profession,1,299170,81212
E,14_M,profession,2,362625,60378
E,14_M,profession,3,266891,36892
E,14_M,profession,4,155975,28615
E,14_M,profession,5,19106,26192
E,14_M,profession,6,9998,29828
E,14_M,profession,8,33566,24348
E,14_M,profession,9,24722,23303
E,15_N,profession,1,97500,77486
E,15_N,profession,2,43984,57944
E,15_N,profession,3,173147,37813
E,15_N,profession,4,269901,29165
E,15_N,profession,5,227890,27173
E,15_N,profession,6,96729,32143
E,15_N,profession,8,114515,32319
E,15_N,profession,9,797334,19220
E,17_O,profession,1,49047,48268
E,17_O,profession,2,13762,43752
E,17_O,profession,3,81716,33493
E,17_O,profession,4,97280,29116
E,17_O,profession,5,1045,34054
E,17_O,profession,6,300,31196
E,17_O,profession,8,35,44028
E,17_O,profession,9,2959,22208
E,18_P,profession,1,13213,48487
E,18_P,profession,2,24298,28812
E,18_P,profession,3,9065,36921
E,18_P,profession,4,11506,22584
E,18_P,profession,5,6338,21620
E,18_P,profession,6,280,29056
E,18_P,profession,8,109,23100
E,18_P,profession,9,2351,13457
E,19_Q,profession,1,41512,54163
E,19_Q,profession,2,400314,37509
E,19_Q,profession,3,274678,30155
E,19_Q,profession,4,68021,24071
E,19_Q,profession,5,439788,25476
E,19_Q,profession,6,23403,21313
E,19_Q,profession,8,24438,14946
E,19_Q,profession,9,440623,17201
E,20_R,profession,1,29627,81112
E,20_R,profession,2,22961,42228
E,20_R,profession,3,67107,33278
E,20_R,profession,4,24464,29484
E,20_R,profession,5,20950,27828
E,20_R,profession,6,12392,29178
E,20_R,profession,8,1952,33658
E,20_R,profession,9,6613,23702
E,21_S,profession,1,40025,53761
E,21_S,profession,2,31359,37666
E,21_S,profession,3,53795,29676
E,21_S,profession,4,32412,27319
E,21_S,profession,5,34263,23005
E,21_S,profession,6,12851,25094
E,21_S,profession,8,19439,20836
E,21_S,profession,9,46675,17567
E,04_BDE,profession,E,340045,47679
E,05_C,profession,E,2469940,44127
E,06_F,profession,E,983233,37688
E,08_G,profession,E,2440067,35768
E,09_H,profession,E,1289040,36678
E,10_I,profession,E,677072,26020
E,11_J,profession,E,791321,57014
E,12_K,profession,E,740808,63179
E,13_L,profession,E,180073,41836
E,14_M,profession,E,1172054,53458
E,15_N,profession,E,1820998,29012
E,17_O,profession,E,246145,35146
E,18_P,profession,E,67162,31485
E,19_Q,profession,E,1712778,27331
E,20_R,profession,E,186066,40242
E,21_S,profession,E,270820,30096
F,01_B_S,taille_entreprise,E1000,2190792,37834
F,01_B_S,taille_entreprise,E10_49,1723302,29565
F,01_B_S,taille_entreprise,E250_499,671216,34644
F,01_B_S,taille_entreprise,E500_999,590908,36360
F,01_B_S,taille_entreprise,E50_249,1523791,33224
H,01_B_S,taille_entreprise,E1000,2745234,47325
H,01_B_S,taille_entreprise,E10_49,2292458,36745
H,01_B_S,taille_entreprise,E250_499,772959,46297
H,01_B_S,taille_entreprise,E500_999,783632,46711
H,01_B_S,taille_entreprise,E50_249,2093331,41584
F,01_B_S,taille_entreprise,E,6700009,34195
H,01_B_S,taille_entreprise,E,8687613,42996
E,01_B_S,taille_entreprise,E1000,4936026,43127
E,01_B_S,taille_entreprise,E10_49,4015759,33662
E,01_B_S,taille_entreprise,E250_499,1444175,40878
E,01_B_S,taille_entreprise,E500_999,1374540,42255
E,01_B_S,taille_entreprise,E50_249,3617122,38058
E,01_B_S,taille_entreprise,E,15387622,39166
F,02_B_N,taille_entreprise,E1000,1745063,39903
F,02_B_N,taille_entreprise,E10_49,1259028,31595
F,02_B_N,taille_entreprise,E250_499,436738,37671
F,02_B_N,taille_entreprise,E500_999,379013,40522
F,02_B_N,taille_entreprise,E50_249,1072397,34933
H,02_B_N,taille_entreprise,E1000,2563684,48427
H,02_B_N,taille_entreprise,E10_49,2106670,37067
H,02_B_N,taille_entreprise,E250_499,699937,47776
H,02_B_N,taille_entreprise,E500_999,725296,47609
H,02_B_N,taille_entreprise,E50_249,1916825,42117
F,02_B_N,taille_entreprise,E,4892238,36505
H,02_B_N,taille_entreprise,E,8012413,43792
E,02_B_N,taille_entreprise,E1000,4308747,44993
E,02_B_N,taille_entreprise,E10_49,3365698,35019
E,02_B_N,taille_entreprise,E250_499,1136675,43895
E,02_B_N,taille_entreprise,E500_999,1104309,45176
E,02_B_N,taille_entreprise,E50_249,2989222,39536
E,02_B_N,taille_entreprise,E,12904651,41034
F,03_B_E,taille_entreprise,E1000,206011,52676
F,03_B_E,taille_entreprise,E10_49,166907,28454
F,03_B_E,taille_entreprise,E250_499,99525,43326
F,03_B_E,taille_entreprise,E500_999,60481,44596
F,03_B_E,taille_entreprise,E50_249,184250,35366
F,07_G_N,taille_entreprise,E1000,1520239,38075
F,07_G_N,taille_entreprise,E10_49,1042062,31853
F,07_G_N,taille_entreprise,E250_499,330135,35761
F,07_G_N,taille_entreprise,E500_999,313651,39676
F,07_G_N,taille_entreprise,E50_249,866722,34727
F,16_O_S,taille_entreprise,E1000,445730,29846
F,16_O_S,taille_entreprise,E10_49,464273,24060
F,16_O_S,taille_entreprise,E250_499,234479,29006
F,16_O_S,taille_entreprise,E500_999,211895,28959
F,16_O_S,taille_entreprise,E50_249,451394,29167
H,03_B_E,taille_entreprise,E1000,675157,56056
H,03_B_E,taille_entreprise,E10_49,420525,34516
H,03_B_E,taille_entreprise,E250_499,255011,46147
H,03_B_E,taille_entreprise,E500_999,199535,49419
H,03_B_E,taille_entreprise,E50_249,542585,40735
H,07_G_N,taille_entreprise,E1000,1725713,46004
H,07_G_N,taille_entreprise,E10_49,1294430,38843
H,07_G_N,taille_entreprise,E250_499,375456,49749
H,07_G_N,taille_entreprise,E500_999,453278,47921
H,07_G_N,taille_entreprise,E50_249,1189747,43528
H,16_O_S,taille_entreprise,E1000,181549,31825
H,16_O_S,taille_entreprise,E10_49,185788,33100
H,16_O_S,taille_entreprise,E250_499,73022,31871
H,16_O_S,taille_entreprise,E500_999,58336,35630
H,16_O_S,taille_entreprise,E50_249,176506,35785
F,03_B_E,taille_entreprise,E,717173,40604
F,07_G_N,taille_entreprise,E,4072809,35690
F,16_O_S,taille_entreprise,E,1807771,27977
H,03_B_E,taille_entreprise,E,2092812,45914
H,07_G_N,taille_entreprise,E,5038624,44024
H,16_O_S,taille_entreprise,E,675200,33546
E,03_B_E,taille_entreprise,E1000,881168,55265
E,03_B_E,taille_entreprise,E10_49,587432,32794
E,03_B_E,taille_entreprise,E250_499,354536,45355
E,03_B_E,taille_entreprise,E500_999,260015,48308
E,03_B_E,taille_entreprise,E50_249,726835,39369
E,07_G_N,taille_entreprise,E1000,3245952,42308
E,07_G_N,taille_entreprise,E10_49,2336492,35725
E,07_G_N,taille_entreprise,E250_499,705591,43209
E,07_G_N,taille_entreprise,E500_999,766928,44544
E,07_G_N,taille_entreprise,E50_249,2056470,39817
E,16_O_S,taille_entreprise,E1000,627279,30419
E,16_O_S,taille_entreprise,E10_49,650061,26644
E,16_O_S,taille_entreprise,E250_499,307500,29678
E,16_O_S,taille_entreprise,E500_999,270231,30400
E,16_O_S,taille_entreprise,E50_249,627899,31023
E,03_B_E,taille_entreprise,E,2809986,44558
E,07_G_N,taille_entreprise,E,9111433,40305
E,16_O_S,taille_entreprise,E,2482971,29489
F,04_BDE,taille_entreprise,E1000,51580,54361
F,04_BDE,taille_entreprise,E10_49,3956,37495
F,04_BDE,taille_entreprise,E250_499,3743,37990
F,04_BDE,taille_entreprise,E500_999,2588,46870
F,04_BDE,taille_entreprise,E50_249,13526,31830
F,05_C,taille_entreprise,E1000,154431,52113
F,05_C,taille_entreprise,E10_49,162951,28234
F,05_C,taille_entreprise,E250_499,95782,43535
F,05_C,taille_entreprise,E500_999,57892,44502
F,05_C,taille_entreprise,E50_249,170725,35647
F,06_F,taille_entreprise,E1000,18813,45505
F,06_F,taille_entreprise,E10_49,50059,36717
F,06_F,taille_entreprise,E250_499,7078,47133
F,06_F,taille_entreprise,E500_999,4882,44943
F,06_F,taille_entreprise,E50_249,21424,39539
F,08_G,taille_entreprise,E1000,327772,30575
F,08_G,taille_entreprise,E10_49,326375,29535
F,08_G,taille_entreprise,E250_499,116470,29366
F,08_G,taille_entreprise,E500_999,75333,39890
F,08_G,taille_entreprise,E50_249,281529,32774
F,09_H,taille_entreprise,E1000,276975,36528
F,09_H,taille_entreprise,E10_49,34406,30402
F,09_H,taille_entreprise,E250_499,18415,35450
F,09_H,taille_entreprise,E500_999,20688,34189
F,09_H,taille_entreprise,E50_249,33147,34531
F,10_I,taille_entreprise,E1000,71569,24894
F,10_I,taille_entreprise,E10_49,164451,24223
F,10_I,taille_entreprise,E250_499,6653,31364
F,10_I,taille_entreprise,E500_999,17621,27421
F,10_I,taille_entreprise,E50_249,72649,19883
F,11_J,taille_entreprise,E1000,98596,56640
F,11_J,taille_entreprise,E10_49,50685,46086
F,11_J,taille_entreprise,E250_499,23107,49522
F,11_J,taille_entreprise,E500_999,19683,48694
F,11_J,taille_entreprise,E50_249,65667,49793
F,12_K,taille_entreprise,E1000,300982,51314
F,12_K,taille_entreprise,E10_49,45080,46265
F,12_K,taille_entreprise,E250_499,24380,57961
F,12_K,taille_entreprise,E500_999,33311,58203
F,12_K,taille_entreprise,E50_249,35042,62114
F,13_L,taille_entreprise,E1000,15879,37390
F,13_L,taille_entreprise,E10_49,27977,33624
F,13_L,taille_entreprise,E250_499,12472,42734
F,13_L,taille_entreprise,E500_999,12259,34129
F,13_L,taille_entreprise,E50_249,34761,42221
F,14_M,taille_entreprise,E1000,113110,54414
F,14_M,taille_entreprise,E10_49,211008,40431
F,14_M,taille_entreprise,E250_499,41734,57174
F,14_M,taille_entreprise,E500_999,49957,50499
F,14_M,taille_entreprise,E50_249,114242,46859
F,15_N,taille_entreprise,E1000,315356,25639
F,15_N,taille_entreprise,E10_49,182082,25427
F,15_N,taille_entreprise,E250_499,86905,23525
F,15_N,taille_entreprise,E500_999,84798,28492
F,15_N,taille_entreprise,E50_249,229685,26193
F,17_O,taille_entreprise,E1000,72071,35776
F,17_O,taille_entreprise,E10_49,14450,32059
F,17_O,taille_entreprise,E250_499,51209,33220
F,17_O,taille_entreprise,E500_999,38237,34036
F,17_O,taille_entreprise,E50_249,23831,32523
F,18_P,taille_entreprise,E1000,2187,41374
F,18_P,taille_entreprise,E10_49,16876,29596
F,18_P,taille_entreprise,E250_499,2486,26533
F,18_P,taille_entreprise,E500_999,2043,34725
F,18_P,taille_entreprise,E50_249,13217,25943
F,19_Q,taille_entreprise,E1000,344221,27952
F,19_Q,taille_entreprise,E10_49,313841,23163
F,19_Q,taille_entreprise,E250_499,166958,27524
F,19_Q,taille_entreprise,E500_999,160636,27820
F,19_Q,taille_entreprise,E50_249,347907,28309
F,20_R,taille_entreprise,E1000,11248,45030
F,20_R,taille_entreprise,E10_49,45420,23460
F,20_R,taille_entreprise,E250_499,3794,32214
F,20_R,taille_entreprise,E500_999,3342,29277
F,20_R,taille_entreprise,E50_249,21244,41659
F,21_S,taille_entreprise,E1000,16003,31618
F,21_S,taille_entreprise,E10_49,73686,25417
F,21_S,taille_entreprise,E250_499,10031,31506
F,21_S,taille_entreprise,E500_999,7637,25844
F,21_S,taille_entreprise,E50_249,45195,29072
H,04_BDE,taille_entreprise,E1000,154992,53712
H,04_BDE,taille_entreprise,E10_49,34798,34136
H,04_BDE,taille_entreprise,E250_499,19343,40783
H,04_BDE,taille_entreprise,E500_999,14599,42527
H,04_BDE,taille_entreprise,E50_249,40921,40183
H,05_C,taille_entreprise,E1000,520165,56757
H,05_C,taille_entreprise,E10_49,385726,34550
H,05_C,taille_entreprise,E250_499,235668,46587
H,05_C,taille_entreprise,E500_999,184936,49965
H,05_C,taille_entreprise,E50_249,501664,40781
H,06_F,taille_entreprise,E1000,162814,42368
H,06_F,taille_entreprise,E10_49,391715,33918
H,06_F,taille_entreprise,E250_499,69470,43084
H,06_F,taille_entreprise,E500_999,72484,40585
H,06_F,taille_entreprise,E50_249,184493,37069
H,08_G,taille_entreprise,E1000,352421,36782
H,08_G,taille_entreprise,E10_49,405767,38439
H,08_G,taille_entreprise,E250_499,94446,45354
H,08_G,taille_entreprise,E500_999,119535,41545
H,08_G,taille_entreprise,E50_249,340420,41432
H,09_H,taille_entreprise,E1000,420881,42562
H,09_H,taille_entreprise,E10_49,131867,31298
H,09_H,taille_entreprise,E250_499,74164,35546
H,09_H,taille_entreprise,E500_999,70609,35611
H,09_H,taille_entreprise,E50_249,207887,31066
H,10_I,taille_entreprise,E1000,64936,28906
H,10_I,taille_entreprise,E10_49,184437,29699
H,10_I,taille_entreprise,E250_499,13114,33656
H,10_I,taille_entreprise,E500_999,14159,32275
H,10_I,taille_entreprise,E50_249,67482,21680
H,11_J,taille_entreprise,E1000,204882,60874
H,11_J,taille_entreprise,E10_49,115214,51282
H,11_J,taille_entreprise,E250_499,36656,68781
H,11_J,taille_entreprise,E500_999,49224,62498
H,11_J,taille_entreprise,E50_249,127608,61481
H,12_K,taille_entreprise,E1000,186331,69908
H,12_K,taille_entreprise,E10_49,32871,78034
H,12_K,taille_entreprise,E250_499,16524,91471
H,12_K,taille_entreprise,E500_999,31554,98090
H,12_K,taille_entreprise,E50_249,34733,102133
H,13_L,taille_entreprise,E1000,7593,44160
H,13_L,taille_entreprise,E10_49,14168,50659
H,13_L,taille_entreprise,E250_499,10229,52295
H,13_L,taille_entreprise,E500_999,13275,38665
H,13_L,taille_entreprise,E50_249,31460,47017
H,14_M,taille_entreprise,E1000,186258,59912
H,14_M,taille_entreprise,E10_49,178999,50186
H,14_M,taille_entreprise,E250_499,49331,83332
H,14_M,taille_entreprise,E500_999,73925,60843
H,14_M,taille_entreprise,E50_249,153491,58430
H,15_N,taille_entreprise,E1000,302411,31715
H,15_N,taille_entreprise,E10_49,231107,29866
H,15_N,taille_entreprise,E250_499,80992,32556
H,15_N,taille_entreprise,E500_999,80997,32244
H,15_N,taille_entreprise,E50_249,226666,34858
H,17_O,taille_entreprise,E1000,17425,42488
H,17_O,taille_entreprise,E10_49,12102,25788
H,17_O,taille_entreprise,E250_499,7790,47884
H,17_O,taille_entreprise,E500_999,6946,42827
H,17_O,taille_entreprise,E50_249,2085,52155
H,18_P,taille_entreprise,E1000,1824,45257
H,18_P,taille_entreprise,E10_49,20977,33334
H,18_P,taille_entreprise,E250_499,1129,35345
H,18_P,taille_entreprise,E500_999,555,68956
H,18_P,taille_entreprise,E50_249,5868,31502
H,19_Q,taille_entreprise,E1000,129880,26956
H,19_Q,taille_entreprise,E10_49,39590,37786
H,19_Q,taille_entreprise,E250_499,51114,24564
H,19_Q,taille_entreprise,E500_999,44781,28347
H,19_Q,taille_entreprise,E50_249,113850,30603
H,20_R,taille_entreprise,E1000,9280,87188
H,20_R,taille_entreprise,E10_49,57400,32577
H,20_R,taille_entreprise,E250_499,7453,57895
H,20_R,taille_entreprise,E500_999,2494,129523
H,20_R,taille_entreprise,E50_249,24390,56613
H,21_S,taille_entreprise,E1000,23140,27825
H,21_S,taille_entreprise,E10_49,55719,31808
H,21_S,taille_entreprise,E250_499,5536,39312
H,21_S,taille_entreprise,E500_999,3560,42219
H,21_S,taille_entreprise,E50_249,30314,38270
F,04_BDE,taille_entreprise,E,75392,48368
F,05_C,taille_entreprise,E,641781,39693
F,06_F,taille_entreprise,E,102256,40038
F,08_G,taille_entreprise,E,1127479,31322
F,09_H,taille_entreprise,E,383631,35600
F,10_I,taille_entreprise,E,332944,23732
F,11_J,taille_entreprise,E,257737,51575
F,12_K,taille_entreprise,E,438794,52550
F,13_L,taille_entreprise,E,103348,38250
F,14_M,taille_entreprise,E,530051,47060
F,15_N,taille_entreprise,E,898825,25802
F,17_O,taille_entreprise,E,199798,34131
F,18_P,taille_entreprise,E,36809,29063
F,19_Q,taille_entreprise,E,1333563,26848
F,20_R,taille_entreprise,E,85048,31476
F,21_S,taille_entreprise,E,152552,27571
H,04_BDE,taille_entreprise,E,264653,47484
